target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
MTBLS17	LIFE_old	0.1577	0.3525	0.2399	0.4224
MTBLS17	LIFE_new	0.1667	0.3232	0.2142	0.4096
MTBLS17	FEM_long	0.4367	0.2938	0.5406	0.3269
MTBLS17	FEM_short	-0.5890	0.0489	-0.7620	0.0592
MTBLS17	FEM_orbitrap_plasma	0.6390	0.2591	0.7349	0.2665
MTBLS17	FEM_orbitrap_urine	-0.2319	0.3345	-0.2607	0.4168
MTBLS17	IPB_Halle	0.2862	0.3356	0.3841	0.3825
MTBLS17	RIKEN	-0.1003	0.0000	-0.1830	0.0000
MTBLS17	Eawag_XBridgeC18	0.1459	0.0000	0.1431	0.0000
MTBLS17	MPI_Symmetry	-0.2790	0.0122	-0.5331	0.0051
MTBLS17	MTBLS4	-0.5622	0.3239	-0.6489	0.3481
MTBLS17	MTBLS17	0.5883	0.2752	0.7109	0.2723
MTBLS17	MTBLS19	0.5014	0.3083	0.6039	0.3249
MTBLS17	MTBLS20	0.2735	0.0000	0.3974	0.0000
MTBLS17	MTBLS36	0.3063	0.0082	0.3974	0.0016
MTBLS17	MTBLS38	-0.3082	0.0041	-0.4134	0.0076
MTBLS17	MTBLS39	-0.1185	0.0365	-0.1171	0.0386
MTBLS17	UFZ_Phenomenex	-0.3373	0.0000	-0.5148	0.0000
MTBLS17	UniToyama_Atlantis	0.3647	0.0000	0.5057	0.0000
MTBLS17	MTBLS52	0.5634	0.0659	0.7217	0.1056
MTBLS17	FEM_lipids	0.4166	0.2526	0.5443	0.2865
