target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
MTBLS17	LIFE_old	0.0000	0.0000	125.7600	6.0000	-1.0000	14.7040	9.7787	0.0000	0.0000	0.9788	0.0000	0.0000	0.5539	0.5539
MTBLS17	LIFE_new	0.0000	0.0000	104.9920	6.0000	-1.0000	14.7920	10.0097	0.0000	0.0000	0.7880	0.0000	0.0000	0.4631	0.4631
MTBLS17	FEM_long	0.0000	0.0000	280.6640	6.0000	-1.0000	14.7760	10.6779	0.0000	0.0000	0.4742	0.0000	0.0000	0.5368	0.5368
MTBLS17	FEM_short	0.0000	0.0000	65.0000	22.0000	-1.0000	227.0000	10.6381	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	FEM_orbitrap_plasma	0.0000	0.0000	77.8400	6.0000	-1.0000	14.7360	10.7849	0.0000	0.0000	0.8172	0.0000	0.0000	0.5258	0.5258
MTBLS17	FEM_orbitrap_urine	0.0000	0.0000	50.2080	6.0000	-1.0000	14.6960	11.1350	0.0000	0.0000	0.6990	0.0000	0.0000	0.5422	0.5422
MTBLS17	IPB_Halle	0.0000	0.0000	55.1920	6.0000	-1.0000	14.6960	11.4455	0.0000	0.0000	0.7372	0.0000	0.0000	0.5711	0.5711
MTBLS17	RIKEN	0.0000	0.0000	181.0000	22.0000	-1.0000	227.0000	11.6767	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	Eawag_XBridgeC18	0.0000	0.0000	317.0000	22.0000	-1.0000	227.0000	11.7450	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	MPI_Symmetry	0.0000	0.0000	38.0000	22.0000	-1.0000	227.0000	11.6988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	MTBLS4	0.0000	0.0000	33.0320	6.0000	-1.0000	14.8000	11.8684	0.0000	0.0000	0.8418	0.0000	0.0000	0.4016	0.4016
MTBLS17	MTBLS17	0.0000	0.0000	16.0000	6.0000	-1.0000	14.7600	12.1846	0.0000	0.0000	0.0000	0.0000	0.0000	0.4649	0.4649
MTBLS17	MTBLS19	0.0000	0.0000	25.9680	6.0000	-1.0000	14.8080	12.5285	0.0000	0.0000	0.8975	0.0000	0.0000	0.3955	0.3955
MTBLS17	MTBLS20	0.0000	0.0000	79.0000	22.0000	-1.0000	227.0000	12.7764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	MTBLS36	0.0000	0.0000	48.0000	22.0000	-1.0000	227.0000	12.7718	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	MTBLS38	0.0000	0.0000	37.0000	22.0000	-1.0000	227.0000	12.8197	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	MTBLS39	0.0000	0.0000	18.0000	22.0000	-1.0000	227.0000	12.8048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	UFZ_Phenomenex	0.0000	0.0000	192.0000	22.0000	-1.0000	227.0000	13.1143	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	UniToyama_Atlantis	0.0000	0.0000	99.0000	22.0000	-1.0000	227.0000	13.6816	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	MTBLS52	0.0000	0.0000	19.0000	22.0000	-1.0000	227.0000	12.8937	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS17	FEM_lipids	0.0000	0.0000	62.0160	6.0000	-1.0000	14.7360	13.0567	0.0000	0.0000	0.8423	0.0000	0.0000	0.5410	0.5410
