target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
MPI_Symmetry	LIFE_old	0.1878	0.2541	0.2388	0.3269
MPI_Symmetry	LIFE_new	0.4271	0.2023	0.5360	0.2346
MPI_Symmetry	FEM_long	0.3902	0.2538	0.4920	0.3062
MPI_Symmetry	FEM_short	0.4693	0.1829	0.5970	0.2118
MPI_Symmetry	FEM_orbitrap_plasma	0.3359	0.2485	0.4172	0.3058
MPI_Symmetry	FEM_orbitrap_urine	0.3277	0.2677	0.3960	0.3348
MPI_Symmetry	IPB_Halle	0.1342	0.2486	0.1715	0.3256
MPI_Symmetry	RIKEN	0.3716	0.2309	0.4675	0.2710
MPI_Symmetry	Eawag_XBridgeC18	0.5352	0.1717	0.6744	0.1839
MPI_Symmetry	MPI_Symmetry	0.4033	0.2112	0.5357	0.2543
MPI_Symmetry	MTBLS4	-0.0843	0.0094	-0.1370	0.0067
MPI_Symmetry	MTBLS17	-0.3098	0.0154	-0.4601	0.0317
MPI_Symmetry	MTBLS19	0.0091	0.0111	-0.0149	0.0153
MPI_Symmetry	MTBLS20	0.0813	0.2574	0.1220	0.3322
MPI_Symmetry	MTBLS36	0.2589	0.2488	0.3504	0.3085
MPI_Symmetry	MTBLS38	0.3170	0.2149	0.4054	0.2636
MPI_Symmetry	MTBLS39	0.3878	0.0013	0.5228	0.0019
MPI_Symmetry	UFZ_Phenomenex	0.3434	0.2129	0.4485	0.2563
MPI_Symmetry	UniToyama_Atlantis	0.2168	0.2092	0.2911	0.2726
MPI_Symmetry	MTBLS52	0.2967	0.0529	0.4130	0.0582
MPI_Symmetry	FEM_lipids	0.1868	0.0074	0.2734	0.0032
