target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
FEM_long	LIFE_old	0.6039	0.0994	0.7689	0.1025
FEM_long	LIFE_new	0.6119	0.0816	0.7881	0.0786
FEM_long	FEM_long	0.7598	0.0794	0.8888	0.0678
FEM_long	FEM_short	0.1324	0.1348	0.1621	0.1954
FEM_long	FEM_orbitrap_plasma	0.5431	0.0982	0.7079	0.1154
FEM_long	FEM_orbitrap_urine	0.5906	0.1071	0.7543	0.1116
FEM_long	IPB_Halle	0.4901	0.1142	0.6559	0.1239
FEM_long	RIKEN	0.6374	0.0850	0.8075	0.0845
FEM_long	Eawag_XBridgeC18	0.5215	0.0980	0.7030	0.1121
FEM_long	MPI_Symmetry	0.3884	0.1092	0.5476	0.1369
FEM_long	MTBLS4	0.1457	0.1653	0.1846	0.2265
FEM_long	MTBLS17	0.0802	0.1705	0.1391	0.2353
FEM_long	MTBLS19	0.1865	0.1251	0.2971	0.1700
FEM_long	MTBLS20	0.5186	0.1143	0.6880	0.1240
FEM_long	MTBLS36	0.4437	0.1000	0.6081	0.1306
FEM_long	MTBLS38	0.6035	0.0896	0.7698	0.0970
FEM_long	MTBLS39	0.1489	0.1325	0.2156	0.1914
FEM_long	UFZ_Phenomenex	0.5589	0.1012	0.7305	0.1097
FEM_long	UniToyama_Atlantis	0.3738	0.1049	0.5403	0.1348
FEM_long	MTBLS52	0.2346	0.0197	0.3588	0.0298
FEM_long	FEM_lipids	0.2788	0.1514	0.3864	0.1915
