target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
FEM_lipids	LIFE_old	0.0000	0.0000	125.2400	16.0000	-1.0000	119.3520	15.9829	0.0000	0.0000	1.2208	0.0000	0.0000	0.7433	0.7433
FEM_lipids	LIFE_new	0.0000	0.0000	104.3040	16.0000	-1.0000	119.3040	17.3161	0.0000	0.0000	1.0643	0.0000	0.0000	0.8055	0.8055
FEM_lipids	FEM_long	0.0000	0.0000	276.6160	16.0000	-1.0000	119.1680	18.4098	0.0000	0.0000	1.5749	0.0000	0.0000	0.8957	0.8957
FEM_lipids	FEM_short	0.0000	0.0000	65.0000	63.0000	-1.0000	1941.0000	18.8066	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_lipids	FEM_orbitrap_plasma	0.0000	0.0000	72.0320	16.0000	-1.0000	119.2640	19.4669	0.0000	0.0000	1.6893	0.0000	0.0000	0.8627	0.8627
FEM_lipids	FEM_orbitrap_urine	0.0000	0.0000	46.9040	16.0000	-1.0000	119.2000	19.6974	0.0000	0.0000	1.4448	0.0000	0.0000	0.7405	0.7405
FEM_lipids	IPB_Halle	0.0000	0.0000	54.6000	16.0000	-1.0000	119.2960	20.4548	0.0000	0.0000	0.9504	0.0000	0.0000	0.8233	0.8233
FEM_lipids	RIKEN	0.0000	0.0000	180.7280	16.0000	-1.0000	119.3600	21.8030	0.0000	0.0000	0.4468	0.0000	0.0000	0.7340	0.7340
FEM_lipids	Eawag_XBridgeC18	0.0000	0.0000	317.0000	63.0000	-1.0000	1941.0000	23.3241	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_lipids	MPI_Symmetry	0.0000	0.0000	38.0000	63.0000	-1.0000	1941.0000	22.1832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_lipids	MTBLS4	0.0000	0.0000	33.7440	16.0000	-1.0000	119.1920	22.5059	0.0000	0.0000	0.4382	0.0000	0.0000	0.8201	0.8201
FEM_lipids	MTBLS17	0.0000	0.0000	21.0240	16.0000	-1.0000	119.2480	22.6333	0.0000	0.0000	0.8469	0.0000	0.0000	0.8391	0.8391
FEM_lipids	MTBLS19	0.0000	0.0000	25.4400	16.0000	-1.0000	119.2560	22.7643	0.0000	0.0000	0.9538	0.0000	0.0000	0.8790	0.8790
FEM_lipids	MTBLS20	0.0000	0.0000	78.4800	16.0000	-1.0000	119.3040	24.9668	0.0000	0.0000	0.6672	0.0000	0.0000	0.7537	0.7537
FEM_lipids	MTBLS36	0.0000	0.0000	48.0000	63.0000	-1.0000	1941.0000	26.8552	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_lipids	MTBLS38	0.0000	0.0000	37.0000	63.0000	-1.0000	1941.0000	27.1102	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_lipids	MTBLS39	0.0000	0.0000	18.0000	63.0000	-1.0000	1941.0000	26.9787	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_lipids	UFZ_Phenomenex	0.0000	0.0000	191.5520	16.0000	-1.0000	119.1440	24.7404	0.0000	0.0000	0.6018	0.0000	0.0000	0.9731	0.9731
FEM_lipids	UniToyama_Atlantis	0.0000	0.0000	98.2000	16.0000	-1.0000	119.1200	26.1916	0.0000	0.0000	0.8132	0.0000	0.0000	0.8576	0.8576
FEM_lipids	MTBLS52	0.0000	0.0000	19.0000	63.0000	-1.0000	1941.0000	26.2277	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_lipids	FEM_lipids	0.0000	0.0000	47.0000	16.0000	-1.0000	119.2320	27.2145	0.0000	0.0000	0.0000	0.0000	0.0000	0.8719	0.8719
