target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
MTBLS39	LIFE_old	0.0000	0.0000	126.4160	5.0000	-1.0000	10.0000	12.5150	0.0000	0.0000	0.6115	0.0000	0.0000	0.0000	0.0000
MTBLS39	LIFE_new	0.0000	0.0000	105.7360	5.0000	-1.0000	10.0000	12.9945	0.0000	0.0000	0.4426	0.0000	0.0000	0.0000	0.0000
MTBLS39	FEM_long	0.0000	0.0000	278.6160	5.0000	-1.0000	10.0000	13.4941	0.0000	0.0000	0.9570	0.0000	0.0000	0.0000	0.0000
MTBLS39	FEM_short	0.0000	0.0000	64.3840	5.0000	-1.0000	10.0000	13.9303	0.0000	0.0000	0.6573	0.0000	0.0000	0.0000	0.0000
MTBLS39	FEM_orbitrap_plasma	0.0000	0.0000	79.0000	18.0000	-1.0000	153.0000	14.1560	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	FEM_orbitrap_urine	0.0000	0.0000	51.0000	18.0000	-1.0000	153.0000	14.0542	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	IPB_Halle	0.0000	0.0000	56.0000	18.0000	-1.0000	153.0000	14.2194	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	RIKEN	0.0000	0.0000	179.7040	5.0000	-1.0000	10.0000	14.5587	0.0000	0.0000	0.8982	0.0000	0.0000	0.0000	0.0000
MTBLS39	Eawag_XBridgeC18	0.0000	0.0000	317.0000	18.0000	-1.0000	153.0000	14.8366	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	MPI_Symmetry	0.0000	0.0000	38.0000	18.0000	-1.0000	153.0000	14.8137	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	MTBLS4	0.0000	0.0000	34.0000	18.0000	-1.0000	153.0000	14.8748	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	MTBLS17	0.0000	0.0000	22.0000	18.0000	-1.0000	153.0000	14.9770	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	MTBLS19	0.0000	0.0000	27.0000	18.0000	-1.0000	153.0000	14.9515	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	MTBLS20	0.0000	0.0000	78.6480	5.0000	-1.0000	10.0000	15.2558	0.0000	0.0000	0.4795	0.0000	0.0000	0.0000	0.0000
MTBLS39	MTBLS36	0.0000	0.0000	47.4480	5.0000	-1.0000	10.0000	15.5809	0.0000	0.0000	0.6151	0.0000	0.0000	0.0000	0.0000
MTBLS39	MTBLS38	0.0000	0.0000	37.0000	18.0000	-1.0000	153.0000	15.8781	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	MTBLS39	0.0000	0.0000	13.0000	5.0000	-1.0000	10.0000	15.9647	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	UFZ_Phenomenex	0.0000	0.0000	192.0000	18.0000	-1.0000	153.0000	16.2713	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	UniToyama_Atlantis	0.0000	0.0000	99.0000	18.0000	-1.0000	153.0000	16.3024	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	MTBLS52	0.0000	0.0000	19.0000	18.0000	-1.0000	153.0000	16.5396	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS39	FEM_lipids	0.0000	0.0000	63.0000	18.0000	-1.0000	153.0000	16.5992	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
