target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
MTBLS36	LIFE_old	0.4253	0.2081	0.5304	0.2554
MTBLS36	LIFE_new	0.3745	0.1833	0.5102	0.2070
MTBLS36	FEM_long	0.4209	0.1674	0.5584	0.2077
MTBLS36	FEM_short	0.2747	0.1660	0.3962	0.2237
MTBLS36	FEM_orbitrap_plasma	0.1658	0.2166	0.2328	0.2960
MTBLS36	FEM_orbitrap_urine	0.2801	0.1962	0.3616	0.2490
MTBLS36	IPB_Halle	0.2612	0.2134	0.3513	0.2650
MTBLS36	RIKEN	0.3229	0.1825	0.4456	0.2256
MTBLS36	Eawag_XBridgeC18	0.3862	0.0000	0.5226	0.0000
MTBLS36	MPI_Symmetry	0.3248	0.1846	0.4487	0.2309
MTBLS36	MTBLS4	0.0590	0.0048	0.0981	0.0051
MTBLS36	MTBLS17	-0.0737	0.0170	-0.0668	0.0291
MTBLS36	MTBLS19	0.0975	0.0039	0.1431	0.0044
MTBLS36	MTBLS20	0.3833	0.2130	0.5042	0.2507
MTBLS36	MTBLS36	0.4328	0.1472	0.5853	0.1766
MTBLS36	MTBLS38	0.3416	0.1927	0.4640	0.2355
MTBLS36	MTBLS39	0.2585	0.1936	0.3446	0.2524
MTBLS36	UFZ_Phenomenex	0.3702	0.0000	0.5113	0.0000
MTBLS36	UniToyama_Atlantis	0.3471	0.0000	0.4977	0.0000
MTBLS36	MTBLS52	0.2690	0.0081	0.4135	0.0052
MTBLS36	FEM_lipids	0.0460	0.0156	0.0970	0.0137
