target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
FEM_short	LIFE_old	0.0000	0.0000	126.2880	17.0000	-1.0000	135.6720	14.1531	0.0000	0.0000	0.7164	0.0000	0.0000	0.5202	0.5202
FEM_short	LIFE_new	0.0000	0.0000	105.7760	17.0000	-1.0000	135.5360	17.3397	0.0000	0.0000	0.4186	0.0000	0.0000	0.5895	0.5895
FEM_short	FEM_long	0.0000	0.0000	267.7840	17.0000	-1.0000	135.6800	17.7818	0.0000	0.0000	1.4289	0.0000	0.0000	0.5477	0.5477
FEM_short	FEM_short	0.0000	0.0000	48.0000	17.0000	-1.0000	135.6880	16.4773	0.0000	0.0000	0.0000	0.0000	0.0000	0.5450	0.5450
FEM_short	FEM_orbitrap_plasma	0.0000	0.0000	76.0560	17.0000	-1.0000	135.6640	17.3468	0.0000	0.0000	1.4273	0.0000	0.0000	0.5812	0.5812
FEM_short	FEM_orbitrap_urine	0.0000	0.0000	49.9600	17.0000	-1.0000	135.6720	17.8299	0.0000	0.0000	0.9016	0.0000	0.0000	0.5503	0.5503
FEM_short	IPB_Halle	0.0000	0.0000	55.7520	17.0000	-1.0000	135.6720	18.5017	0.0000	0.0000	0.4336	0.0000	0.0000	0.5355	0.5355
FEM_short	RIKEN	0.0000	0.0000	177.7440	17.0000	-1.0000	135.7360	18.8631	0.0000	0.0000	1.4586	0.0000	0.0000	0.5103	0.5103
FEM_short	Eawag_XBridgeC18	0.0000	0.0000	317.0000	65.0000	-1.0000	2075.0000	18.4004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_short	MPI_Symmetry	0.0000	0.0000	36.7520	17.0000	-1.0000	135.6160	19.5245	0.0000	0.0000	0.9643	0.0000	0.0000	0.5356	0.5356
FEM_short	MTBLS4	0.0000	0.0000	34.0000	65.0000	-1.0000	2075.0000	19.6085	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_short	MTBLS17	0.0000	0.0000	22.0000	65.0000	-1.0000	2075.0000	20.1811	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_short	MTBLS19	0.0000	0.0000	27.0000	65.0000	-1.0000	2075.0000	20.0142	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_short	MTBLS20	0.0000	0.0000	78.7040	17.0000	-1.0000	135.7600	20.2624	0.0000	0.0000	0.4583	0.0000	0.0000	0.4649	0.4649
FEM_short	MTBLS36	0.0000	0.0000	47.4800	17.0000	-1.0000	135.6560	20.6016	0.0000	0.0000	0.6672	0.0000	0.0000	0.5834	0.5834
FEM_short	MTBLS38	0.0000	0.0000	35.9200	17.0000	-1.0000	135.7040	20.6742	0.0000	0.0000	0.8191	0.0000	0.0000	0.5240	0.5240
FEM_short	MTBLS39	0.0000	0.0000	17.4640	17.0000	-1.0000	135.6560	21.2408	0.0000	0.0000	0.6419	0.0000	0.0000	0.5834	0.5834
FEM_short	UFZ_Phenomenex	0.0000	0.0000	192.0000	65.0000	-1.0000	2075.0000	20.9692	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_short	UniToyama_Atlantis	0.0000	0.0000	97.3600	17.0000	-1.0000	135.6800	20.5038	0.0000	0.0000	1.0426	0.0000	0.0000	0.5328	0.5328
FEM_short	MTBLS52	0.0000	0.0000	19.0000	65.0000	-1.0000	2075.0000	20.8234	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
FEM_short	FEM_lipids	0.0000	0.0000	63.0000	65.0000	-1.0000	2075.0000	20.3605	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
