target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
MTBLS52	LIFE_old	0.0000	0.0000	127.0000	19.0000	-1.0000	171.0000	14.2492	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	LIFE_new	0.0000	0.0000	106.0000	19.0000	-1.0000	171.0000	14.4834	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	FEM_long	0.0000	0.0000	281.0000	19.0000	-1.0000	171.0000	14.3758	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	FEM_short	0.0000	0.0000	65.0000	19.0000	-1.0000	171.0000	14.1095	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	FEM_orbitrap_plasma	0.0000	0.0000	79.0000	19.0000	-1.0000	171.0000	14.8432	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	FEM_orbitrap_urine	0.0000	0.0000	51.0000	19.0000	-1.0000	171.0000	17.6771	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	IPB_Halle	0.0000	0.0000	56.0000	19.0000	-1.0000	171.0000	18.0575	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	RIKEN	0.0000	0.0000	181.0000	19.0000	-1.0000	171.0000	18.1665	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	Eawag_XBridgeC18	0.0000	0.0000	317.0000	19.0000	-1.0000	171.0000	20.1841	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	MPI_Symmetry	0.0000	0.0000	38.0000	19.0000	-1.0000	171.0000	17.7548	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	MTBLS4	0.0000	0.0000	34.0000	19.0000	-1.0000	171.0000	17.9917	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	MTBLS17	0.0000	0.0000	22.0000	19.0000	-1.0000	171.0000	18.1516	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	MTBLS19	0.0000	0.0000	27.0000	19.0000	-1.0000	171.0000	18.0598	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	MTBLS20	0.0000	0.0000	79.0000	19.0000	-1.0000	171.0000	18.0483	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	MTBLS36	0.0000	0.0000	48.0000	19.0000	-1.0000	171.0000	17.6130	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	MTBLS38	0.0000	0.0000	37.0000	19.0000	-1.0000	171.0000	18.0540	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	MTBLS39	0.0000	0.0000	18.0000	19.0000	-1.0000	171.0000	18.2994	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	UFZ_Phenomenex	0.0000	0.0000	192.0000	19.0000	-1.0000	171.0000	18.3262	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	UniToyama_Atlantis	0.0000	0.0000	98.7680	5.0000	-1.0000	10.0000	18.5690	0.0000	0.0000	0.4238	0.0000	0.0000	0.0000	0.0000
MTBLS52	MTBLS52	0.0000	0.0000	14.0000	5.0000	-1.0000	10.0000	19.0048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS52	FEM_lipids	0.0000	0.0000	63.0000	19.0000	-1.0000	171.0000	19.6665	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
