target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
MTBLS38	LIFE_old	0.0000	0.0000	124.9760	10.0000	-1.0000	45.0000	15.4231	0.0000	0.0000	1.0661	0.0000	0.0000	0.0000	0.0000
MTBLS38	LIFE_new	0.0000	0.0000	103.6320	10.0000	-1.0000	45.0000	18.9957	0.0000	0.0000	1.1111	0.0000	0.0000	0.0000	0.0000
MTBLS38	FEM_long	0.0000	0.0000	276.7840	10.0000	-1.0000	45.0000	20.8919	0.0000	0.0000	1.4401	0.0000	0.0000	0.0000	0.0000
MTBLS38	FEM_short	0.0000	0.0000	63.8400	10.0000	-1.0000	45.0000	21.1006	0.0000	0.0000	0.9105	0.0000	0.0000	0.0000	0.0000
MTBLS38	FEM_orbitrap_plasma	0.0000	0.0000	77.6320	10.0000	-1.0000	45.0000	21.4991	0.0000	0.0000	0.9549	0.0000	0.0000	0.0000	0.0000
MTBLS38	FEM_orbitrap_urine	0.0000	0.0000	50.2400	10.0000	-1.0000	45.0000	22.4298	0.0000	0.0000	0.7870	0.0000	0.0000	0.0000	0.0000
MTBLS38	IPB_Halle	0.0000	0.0000	54.8880	10.0000	-1.0000	45.0000	23.1937	0.0000	0.0000	0.8634	0.0000	0.0000	0.0000	0.0000
MTBLS38	RIKEN	0.0000	0.0000	178.3040	10.0000	-1.0000	45.0000	24.0057	0.0000	0.0000	1.1304	0.0000	0.0000	0.0000	0.0000
MTBLS38	Eawag_XBridgeC18	0.0000	0.0000	316.6880	10.0000	-1.0000	45.0000	27.1860	0.0000	0.0000	0.4652	0.0000	0.0000	0.0000	0.0000
MTBLS38	MPI_Symmetry	0.0000	0.0000	37.5920	10.0000	-1.0000	45.0000	22.8850	0.0000	0.0000	0.5970	0.0000	0.0000	0.0000	0.0000
MTBLS38	MTBLS4	0.0000	0.0000	34.0000	37.0000	-1.0000	666.0000	24.1628	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS38	MTBLS17	0.0000	0.0000	22.0000	37.0000	-1.0000	666.0000	24.1725	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS38	MTBLS19	0.0000	0.0000	27.0000	37.0000	-1.0000	666.0000	23.7576	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS38	MTBLS20	0.0000	0.0000	78.7120	10.0000	-1.0000	45.0000	24.1350	0.0000	0.0000	0.4547	0.0000	0.0000	0.0000	0.0000
MTBLS38	MTBLS36	0.0000	0.0000	47.1680	10.0000	-1.0000	45.0000	25.1657	0.0000	0.0000	0.7155	0.0000	0.0000	0.0000	0.0000
MTBLS38	MTBLS38	0.0000	0.0000	27.0000	10.0000	-1.0000	45.0000	25.5022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS38	MTBLS39	0.0000	0.0000	18.0000	37.0000	-1.0000	666.0000	25.2423	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS38	UFZ_Phenomenex	0.0000	0.0000	192.0000	37.0000	-1.0000	666.0000	25.9613	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS38	UniToyama_Atlantis	0.0000	0.0000	98.2160	10.0000	-1.0000	45.0000	26.2818	0.0000	0.0000	0.6908	0.0000	0.0000	0.0000	0.0000
MTBLS38	MTBLS52	0.0000	0.0000	19.0000	37.0000	-1.0000	666.0000	26.0946	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS38	FEM_lipids	0.0000	0.0000	63.0000	37.0000	-1.0000	666.0000	26.2527	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
