target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
FEM_short	LIFE_old	0.3592	0.1454	0.4586	0.1860
FEM_short	LIFE_new	0.4178	0.1546	0.5562	0.1858
FEM_short	FEM_long	0.7023	0.0911	0.8498	0.0776
FEM_short	FEM_short	0.6183	0.0951	0.7805	0.0936
FEM_short	FEM_orbitrap_plasma	0.2632	0.1626	0.3392	0.2202
FEM_short	FEM_orbitrap_urine	0.4761	0.1168	0.6390	0.1287
FEM_short	IPB_Halle	0.0249	0.1745	0.0315	0.2360
FEM_short	RIKEN	0.5685	0.1294	0.7152	0.1317
FEM_short	Eawag_XBridgeC18	0.3898	0.0000	0.5174	0.0000
FEM_short	MPI_Symmetry	0.4580	0.1672	0.5896	0.1948
FEM_short	MTBLS4	0.4298	0.0042	0.5850	0.0045
FEM_short	MTBLS17	-0.2901	0.0123	-0.4098	0.0180
FEM_short	MTBLS19	-0.0374	0.0131	-0.0823	0.0194
FEM_short	MTBLS20	0.3987	0.1632	0.5203	0.1988
FEM_short	MTBLS36	0.2735	0.1509	0.3666	0.1960
FEM_short	MTBLS38	0.4519	0.1799	0.5883	0.2130
FEM_short	MTBLS39	0.4187	0.1161	0.5692	0.1377
FEM_short	UFZ_Phenomenex	0.4562	0.0004	0.6438	0.0004
FEM_short	UniToyama_Atlantis	-0.0947	0.1834	-0.1042	0.2562
FEM_short	MTBLS52	0.0776	0.0907	0.1220	0.1256
FEM_short	FEM_lipids	0.3366	0.0000	0.4901	0.0000
