target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
MTBLS39	LIFE_old	0.6806	0.2543	0.7810	0.2250
MTBLS39	LIFE_new	0.7023	0.2307	0.7934	0.1925
MTBLS39	FEM_long	0.8096	0.1698	0.8873	0.1307
MTBLS39	FEM_short	0.6704	0.2272	0.7886	0.1873
MTBLS39	FEM_orbitrap_plasma	0.5855	0.0000	0.7438	0.0000
MTBLS39	FEM_orbitrap_urine	0.6540	0.0353	0.8145	0.0194
MTBLS39	IPB_Halle	0.4197	0.0330	0.5983	0.0490
MTBLS39	RIKEN	0.7674	0.2086	0.8459	0.1696
MTBLS39	Eawag_XBridgeC18	0.5329	0.0000	0.7107	0.0000
MTBLS39	MPI_Symmetry	0.5776	0.0118	0.7649	0.0160
MTBLS39	MTBLS4	0.1882	0.0144	0.2380	0.0147
MTBLS39	MTBLS17	-0.3382	0.0341	-0.5413	0.0464
MTBLS39	MTBLS19	-0.0145	0.1134	-0.0826	0.2024
MTBLS39	MTBLS20	0.6713	0.2408	0.7783	0.2089
MTBLS39	MTBLS36	0.6529	0.3358	0.7345	0.3324
MTBLS39	MTBLS38	0.6803	0.0110	0.8702	0.0034
MTBLS39	MTBLS39	0.7600	0.2006	0.8509	0.1454
MTBLS39	UFZ_Phenomenex	0.5724	0.0000	0.7479	0.0000
MTBLS39	UniToyama_Atlantis	0.0197	0.0000	-0.0455	0.0000
MTBLS39	MTBLS52	0.3303	0.0914	0.5000	0.1167
MTBLS39	FEM_lipids	0.0724	0.0360	0.1252	0.0611
