target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
FEM_lipids	LIFE_old	0.1014	0.1652	0.1197	0.2260
FEM_lipids	LIFE_new	0.1166	0.1823	0.1241	0.2604
FEM_lipids	FEM_long	0.3619	0.1711	0.4859	0.2171
FEM_lipids	FEM_short	0.2136	0.0143	0.3062	0.0246
FEM_lipids	FEM_orbitrap_plasma	0.3227	0.1609	0.4260	0.1975
FEM_lipids	FEM_orbitrap_urine	0.1416	0.1608	0.2094	0.2275
FEM_lipids	IPB_Halle	0.0477	0.1549	0.0615	0.2224
FEM_lipids	RIKEN	0.1404	0.1586	0.1702	0.2146
FEM_lipids	Eawag_XBridgeC18	0.4141	0.0000	0.5776	0.0000
FEM_lipids	MPI_Symmetry	0.0828	0.0029	0.0716	0.0066
FEM_lipids	MTBLS4	0.1861	0.1746	0.2602	0.2276
FEM_lipids	MTBLS17	0.1467	0.1603	0.1917	0.2150
FEM_lipids	MTBLS19	0.2594	0.1625	0.3643	0.2132
FEM_lipids	MTBLS20	0.2018	0.1424	0.2893	0.1944
FEM_lipids	MTBLS36	0.2205	0.0179	0.3071	0.0181
FEM_lipids	MTBLS38	0.0307	0.0000	0.0461	0.0000
FEM_lipids	MTBLS39	0.0490	0.0070	0.0701	0.0082
FEM_lipids	UFZ_Phenomenex	0.2256	0.1959	0.2732	0.2525
FEM_lipids	UniToyama_Atlantis	0.1340	0.1775	0.1795	0.2477
FEM_lipids	MTBLS52	0.2017	0.0501	0.3035	0.0589
FEM_lipids	FEM_lipids	0.5528	0.1430	0.6978	0.1589
