target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
MTBLS52	LIFE_old	0.3393	0.0000	0.4408	0.0000
MTBLS52	LIFE_new	0.4108	0.0000	0.5464	0.0000
MTBLS52	FEM_long	0.4822	0.0000	0.6291	0.0000
MTBLS52	FEM_short	0.4108	0.0539	0.5545	0.0518
MTBLS52	FEM_orbitrap_plasma	0.2560	0.0000	0.4039	0.0000
MTBLS52	FEM_orbitrap_urine	0.0655	0.0326	0.0231	0.0492
MTBLS52	IPB_Halle	0.3370	0.0361	0.4366	0.0478
MTBLS52	RIKEN	0.3989	0.0000	0.5552	0.0000
MTBLS52	Eawag_XBridgeC18	-0.0893	0.0000	-0.1276	0.0000
MTBLS52	MPI_Symmetry	0.3298	0.0457	0.4792	0.0448
MTBLS52	MTBLS4	0.1203	0.0373	0.1586	0.0449
MTBLS52	MTBLS17	0.0156	0.0787	0.0324	0.0844
MTBLS52	MTBLS19	0.3512	0.0000	0.4655	0.0000
MTBLS52	MTBLS20	0.4108	0.0000	0.5675	0.0000
MTBLS52	MTBLS36	0.2631	0.0065	0.4109	0.0241
MTBLS52	MTBLS38	0.3417	0.0319	0.4113	0.0205
MTBLS52	MTBLS39	0.4108	0.0326	0.5264	0.0039
MTBLS52	UFZ_Phenomenex	-0.2679	0.0000	-0.4180	0.0000
MTBLS52	UniToyama_Atlantis	0.0807	0.4437	0.0603	0.5417
MTBLS52	MTBLS52	0.4061	0.3810	0.4845	0.4319
MTBLS52	FEM_lipids	0.2870	0.0426	0.4134	0.0449
