target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
MTBLS20	LIFE_old	0.0000	0.0000	125.7000	7.9000	-1.0000	26.8800	12.3224	0.0000	0.0000	1.0152	0.3030	0.0000	2.1347	2.1347
MTBLS20	LIFE_new	0.0000	0.0000	104.7000	7.9000	-1.0000	26.8200	12.4137	0.0000	0.0000	0.8864	0.3030	0.0000	2.2195	2.2195
MTBLS20	FEM_long	0.0000	0.0000	280.1000	7.9000	-1.0000	26.7800	12.7298	0.0000	0.0000	0.9530	0.3030	0.0000	2.1409	2.1409
MTBLS20	FEM_short	0.0000	0.0000	64.9000	7.9000	-1.0000	26.6800	13.1124	0.0000	0.0000	0.3030	0.3030	0.0000	2.0843	2.0843
MTBLS20	FEM_orbitrap_plasma	0.0000	0.0000	78.3000	7.9000	-1.0000	26.8400	13.2411	0.0000	0.0000	0.8144	0.3030	0.0000	2.1127	2.1127
MTBLS20	FEM_orbitrap_urine	0.0000	0.0000	50.4000	7.9000	-1.0000	26.7000	13.4997	0.0000	0.0000	0.5714	0.3030	0.0000	2.1595	2.1595
MTBLS20	IPB_Halle	0.0000	0.0000	55.4000	7.9000	-1.0000	26.7800	13.5204	0.0000	0.0000	0.6389	0.3030	0.0000	2.1313	2.1313
MTBLS20	RIKEN	0.0000	0.0000	180.0000	7.9000	-1.0000	26.8000	13.8064	0.0000	0.0000	0.8571	0.3030	0.0000	2.1853	2.1853
MTBLS20	Eawag_XBridgeC18	0.0000	0.0000	316.8000	7.9000	-1.0000	26.7400	13.7042	0.0000	0.0000	0.4949	0.3030	0.0000	2.1267	2.1267
MTBLS20	MPI_Symmetry	0.0000	0.0000	37.9000	7.9000	-1.0000	26.8200	13.8970	0.0000	0.0000	0.3030	0.3030	0.0000	2.0671	2.0671
MTBLS20	MTBLS4	0.0000	0.0000	33.8000	7.9000	-1.0000	26.8000	14.0909	0.0000	0.0000	0.4041	0.3030	0.0000	2.1853	2.1853
MTBLS20	MTBLS17	0.0000	0.0000	22.0000	79.0000	-1.0000	3025.0000	14.3419	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS20	MTBLS19	0.0000	0.0000	26.9000	7.9000	-1.0000	26.9400	14.5396	0.0000	0.0000	0.3030	0.3030	0.0000	2.1325	2.1325
MTBLS20	MTBLS20	0.0000	0.0000	71.1000	7.9000	-1.0000	27.0000	14.7399	0.0000	0.0000	0.3030	0.3030	0.0000	2.1476	2.1476
MTBLS20	MTBLS36	0.0000	0.0000	47.5000	7.9000	-1.0000	26.8400	14.6920	0.0000	0.0000	0.6776	0.3030	0.0000	2.2165	2.2165
MTBLS20	MTBLS38	0.0000	0.0000	36.9000	7.9000	-1.0000	26.6600	15.0013	0.0000	0.0000	0.3030	0.3030	0.0000	2.1534	2.1534
MTBLS20	MTBLS39	0.0000	0.0000	17.9000	7.9000	-1.0000	26.6200	15.1286	0.0000	0.0000	0.3030	0.3030	0.0000	2.1179	2.1179
MTBLS20	UFZ_Phenomenex	0.0000	0.0000	191.6000	7.9000	-1.0000	26.9200	15.3565	0.0000	0.0000	0.5714	0.3030	0.0000	2.1931	2.1931
MTBLS20	UniToyama_Atlantis	0.0000	0.0000	98.9000	7.9000	-1.0000	26.8800	15.4738	0.0000	0.0000	0.3030	0.3030	0.0000	2.1819	2.1819
MTBLS20	MTBLS52	0.0000	0.0000	19.0000	79.0000	-1.0000	3025.0000	15.5638	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MTBLS20	FEM_lipids	0.0000	0.0000	62.8000	7.9000	-1.0000	26.7600	15.8964	0.0000	0.0000	0.4041	0.3030	0.0000	2.3952	2.3952
