target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
MTBLS19	LIFE_old	0.1499	0.2932	0.1896	0.3647
MTBLS19	LIFE_new	0.0770	0.2812	0.1092	0.3612
MTBLS19	FEM_long	0.2266	0.3116	0.2723	0.3855
MTBLS19	FEM_short	-0.1085	0.0218	-0.2447	0.0264
MTBLS19	FEM_orbitrap_plasma	0.3441	0.2795	0.3797	0.3438
MTBLS19	FEM_orbitrap_urine	0.0212	0.2892	0.0501	0.3610
MTBLS19	IPB_Halle	0.1060	0.3315	0.1009	0.4063
MTBLS19	RIKEN	0.0173	0.0000	-0.0024	0.0000
MTBLS19	Eawag_XBridgeC18	0.0346	0.0000	0.0379	0.0000
MTBLS19	MPI_Symmetry	0.0173	0.0122	0.0308	0.0277
MTBLS19	MTBLS4	-0.0819	0.3166	-0.1293	0.3953
MTBLS19	MTBLS17	0.2030	0.3303	0.2640	0.4246
MTBLS19	MTBLS19	0.3783	0.2512	0.4634	0.3138
MTBLS19	MTBLS20	0.0611	0.3051	0.0975	0.3791
MTBLS19	MTBLS36	0.0266	0.0310	0.0435	0.0230
MTBLS19	MTBLS38	-0.0416	0.0026	-0.0360	0.0046
MTBLS19	MTBLS39	0.2263	0.0095	0.2695	0.0027
MTBLS19	UFZ_Phenomenex	-0.0750	0.0000	-0.1391	0.0000
MTBLS19	UniToyama_Atlantis	0.2828	0.0000	0.4229	0.0000
MTBLS19	MTBLS52	0.3175	0.0334	0.4227	0.0317
MTBLS19	FEM_lipids	0.4348	0.2049	0.5608	0.2237
