target_system	training_system	rank_corr	rank_corr_std	spear_corr	spear_corr_std
IPB_Halle	LIFE_old	0.6192	0.1302	0.7602	0.1200
IPB_Halle	LIFE_new	0.5593	0.1569	0.6909	0.1631
IPB_Halle	FEM_long	0.5360	0.1529	0.6836	0.1608
IPB_Halle	FEM_short	0.0805	0.1515	0.1418	0.2088
IPB_Halle	FEM_orbitrap_plasma	0.4433	0.1668	0.5830	0.1894
IPB_Halle	FEM_orbitrap_urine	0.4703	0.1749	0.6106	0.1860
IPB_Halle	IPB_Halle	0.6050	0.1575	0.7307	0.1656
IPB_Halle	RIKEN	0.4272	0.1749	0.5627	0.1957
IPB_Halle	Eawag_XBridgeC18	0.4505	0.1762	0.5954	0.1990
IPB_Halle	MPI_Symmetry	0.2586	0.2177	0.3666	0.2833
IPB_Halle	MTBLS4	-0.0718	0.1828	-0.1069	0.2499
IPB_Halle	MTBLS17	0.1003	0.1585	0.1432	0.2290
IPB_Halle	MTBLS19	0.1780	0.1926	0.2477	0.2508
IPB_Halle	MTBLS20	0.5370	0.1540	0.6813	0.1623
IPB_Halle	MTBLS36	0.3590	0.1860	0.4702	0.2259
IPB_Halle	MTBLS38	0.4634	0.1433	0.6102	0.1632
IPB_Halle	MTBLS39	0.1527	0.0019	0.2104	0.0030
IPB_Halle	UFZ_Phenomenex	0.4494	0.1439	0.5824	0.1697
IPB_Halle	UniToyama_Atlantis	0.3687	0.1619	0.4828	0.2074
IPB_Halle	MTBLS52	0.3482	0.0131	0.4822	0.0081
IPB_Halle	FEM_lipids	-0.0314	0.2111	-0.0359	0.2844
