"system";"name";"pubchem";"inchi";"date.added";"username";"predicted";"suspect";"recorded_rt"
"FEM_long";"trilobatin";NA;"InChI=1S/C21H24O10/c22-8-14-17(27)19(29)20(30)21(31-14)16-13(26)7-12(25)15(18(16)28)11(24)6-3-9-1-4-10(23)5-2-9/h1-2,4-5,7,14,17,19-23,25-30H,3,6,8H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;31.32
"FEM_long";"quercetin 3,4'-diglucoside";NA;"InChI=1S/C27H30O17/c28-6-14-17(33)20(36)22(38)26(42-14)41-12-2-1-8(3-10(12)31)24-25(19(35)16-11(32)4-9(30)5-13(16)40-24)44-27-23(39)21(37)18(34)15(7-29)43-27/h1-5,14-15,17-18,20-23,26-34,36-39H,6-7H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;26.07
"FEM_long";"quercetin 3-glucuronide";NA;"InChI=1S/C21H18O13/c22-7-4-10(25)12-11(5-7)32-17(6-1-2-8(23)9(24)3-6)18(13(12)26)33-21-16(29)14(27)15(28)19(34-21)20(30)31/h1-5,14-16,19,21-25,27-29H,(H,30,31)";2014-09-02 16:20:11;"jan";FALSE;FALSE;28.45
"FEM_long";"procyanidin-A2";NA;"InChI=1S/C30H24O12/c31-13-7-20(37)24-22(8-13)41-30(12-2-4-16(33)19(36)6-12)29(39)26(24)25-23(42-30)10-17(34)14-9-21(38)27(40-28(14)25)11-1-3-15(32)18(35)5-11/h1-8,10,21,26-27,29,31-39H,9H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;25.2
"FEM_long";"rhamnetin";NA;"InChI=1S/C16H12O7/c1-22-8-5-11(19)13-12(6-8)23-16(15(21)14(13)20)7-2-3-9(17)10(18)4-7/h2-6,17-19,21H,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;38.9
"FEM_long";"rhamnose";NA;"InChI=1S/C6H12O5/c1-2-3(7)4(8)5(9)6(10)11-2/h2-10H,1H3";2015-06-08 16:44:34;"jan";FALSE;FALSE;1.575
"FEM_long";"riboflavin";NA;"InChI=1S/C17H20N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,22-25H,5-6H2,1-2H3,(H,20,26,27)";2014-09-02 16:20:11;"jan";FALSE;FALSE;23.9
"FEM_long";"rosmarinic acid";NA;"InChI=1S/C18H16O8/c19-12-4-1-10(7-14(12)21)3-6-17(23)26-16(18(24)25)9-11-2-5-13(20)15(22)8-11/h1-8,16,19-22H,9H2,(H,24,25)";2014-09-02 16:20:11;"jan";FALSE;FALSE;29.975
"FEM_long";"sakuranetin";NA;"InChI=1S/C16H14O5/c1-20-11-6-12(18)16-13(19)8-14(21-15(16)7-11)9-2-4-10(17)5-3-9/h2-7,14,17-18H,8H2,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;38.985
"FEM_long";"salicylic acid";NA;"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)";2015-06-08 18:19:00;"jan";FALSE;TRUE;26.4
"FEM_long";"sclareol";NA;"InChI=1S/C20H36O2/c1-7-18(4,21)13-9-16-19(5)12-8-11-17(2,3)15(19)10-14-20(16,6)22/h7,15-16,21-22H,1,8-14H2,2-6H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;50.1
"FEM_long";"scopoletin";NA;"InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;24.58
"FEM_long";"serotonin";NA;"InChI=1S/C10H12N2O/c11-4-3-7-6-12-10-2-1-8(13)5-9(7)10/h1-2,5-6,12-13H,3-4,11H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;11.1
"FEM_long";"shikimic acid";NA;"InChI=1S/C7H10O5/c8-4-1-3(7(11)12)2-5(9)6(4)10/h1,4-6,8-10H,2H2,(H,11,12)";2014-09-02 16:20:11;"jan";FALSE;FALSE;2.29
"FEM_long";"sinapic acid";NA;"InChI=1S/C11H12O5/c1-15-8-5-7(3-4-10(12)13)6-9(16-2)11(8)14/h3-6,14H,1-2H3,(H,12,13)";2015-06-03 12:17:08;"jan";FALSE;FALSE;25.9
"FEM_long";"sinapyl alcohol";NA;"InChI=1S/C11H14O4/c1-14-9-6-8(4-3-5-12)7-10(15-2)11(9)13/h3-4,6-7,12-13H,5H2,1-2H3";2015-06-08 18:18:59;"jan";FALSE;TRUE;23.6
"FEM_long";"sinensetin";NA;"InChI=1S/C20H20O7/c1-22-13-7-6-11(8-15(13)23-2)14-9-12(21)18-16(27-14)10-17(24-3)19(25-4)20(18)26-5/h6-10H,1-5H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;39.3
"FEM_long";"sophorose ";NA;"InChI=1S/C30H50O2/c1-19-10-15-30(18-31)17-16-28(6)21(25(30)20(19)2)8-9-23-27(5)13-12-24(32)26(3,4)22(27)11-14-29(23,28)7/h8,19-20,22-25,31-32H,9-18H2,1-7H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;1.64
"FEM_long";"sorbic acid";NA;"InChI=1S/C6H8O2/c1-2-3-4-5-6(7)8/h2-5H,1H3,(H,7,8)";2014-09-02 16:20:11;"jan";FALSE;FALSE;25.0607
"FEM_long";"spermine";NA;"InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;0.98
"FEM_long";"stachyose";NA;"InChI=1S/C24H42O21/c25-1-6-10(28)14(32)17(35)21(41-6)39-3-8-11(29)15(33)18(36)22(42-8)40-4-9-12(30)16(34)19(37)23(43-9)45-24(5-27)20(38)13(31)7(2-26)44-24/h6-23,25-38H,1-5H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;2.4
"FEM_long";"succinic acid";NA;"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)";2014-09-02 16:20:11;"jan";FALSE;FALSE;4.975
"FEM_long";"sucrose";NA;"InChI=1S/C12H22O11/c13-1-4-6(16)8(18)9(19)11(21-4)23-12(3-15)10(20)7(17)5(2-14)22-12/h4-11,13-20H,1-3H2";2016-05-17 15:08:12;"jan";FALSE;TRUE;1.9
"FEM_long";"syringaldazine";NA;"InChI=1S/C18H20N2O6/c1-23-13-5-11(6-14(24-2)17(13)21)9-19-20-10-12-7-15(25-3)18(22)16(8-12)26-4/h5-10,21-22H,1-4H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;35.49
"FEM_long";"syringaldehyde";NA;"InChI=1S/C9H10O4/c1-12-7-3-6(5-10)4-8(13-2)9(7)11/h3-5,11H,1-2H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;23.5
"FEM_long";"syringetin";NA;"InChI=1S/C17H14O8/c1-23-11-3-7(4-12(24-2)14(11)20)17-16(22)15(21)13-9(19)5-8(18)6-10(13)25-17/h3-6,18-20,22H,1-2H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;37.4
"FEM_long";"syringetin-3-galactoside";NA;"InChI=1S/C23H24O13/c1-32-12-3-8(4-13(33-2)16(12)27)21-22(18(29)15-10(26)5-9(25)6-11(15)34-21)36-23-20(31)19(30)17(28)14(7-24)35-23/h3-6,14,17,19-20,23-28,30-31H,7H2,1-2H3";2015-06-08 20:39:50;"jan";FALSE;TRUE;31.5675
"FEM_long";"taurocholic acid";NA;"InChI=1S/C26H45NO7S/c1-15(4-7-23(31)27-10-11-35(32,33)34)18-5-6-19-24-20(14-22(30)26(18,19)3)25(2)9-8-17(28)12-16(25)13-21(24)29/h15-22,24,28-30H,4-14H2,1-3H3,(H,27,31)(H,32,33,34)";2014-09-02 16:20:11;"jan";FALSE;FALSE;42.3
"FEM_long";"tert-butylhydroquinone";NA;"InChI=1S/C10H14O2/c1-10(2,3)8-6-7(11)4-5-9(8)12/h4-6,11-12H,1-3H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;30.5
"FEM_long";"theobromine";NA;"InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)";2014-09-02 16:20:11;"jan";FALSE;FALSE;15.3
"FEM_long";"theophylline";NA;"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)";2014-09-02 16:20:11;"jan";FALSE;FALSE;17.8
"FEM_long";"thiamine";NA;"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)";2014-09-02 16:20:11;"jan";FALSE;FALSE;1.6
"FEM_long";"threonic acid";NA;"InChI=1S/C4H8O5/c5-1-2(6)3(7)4(8)9/h2-3,5-7H,1H2,(H,8,9)";2014-09-02 16:20:11;"jan";FALSE;FALSE;1.45
"FEM_long";"trans-terpin";NA;"InChI=1S/C10H20O2/c1-9(2,11)8-4-6-10(3,12)7-5-8/h8,11-12H,4-7H2,1-3H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;27.9
"FEM_long";"trigonelline";NA;"InChI=1S/C7H7NO2/c1-8-4-2-3-6(5-8)7(9)10/h2-5H,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;1.67
"FEM_long";"trypthophol";NA;"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;26.215
"FEM_long";"tyramine";NA;"InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;6.2
"FEM_long";"tyrosol";NA;"InChI=1S/C8H10O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,9-10H,5-6H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;17.5
"FEM_long";"umbelliferone";NA;"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H";2014-09-02 16:20:11;"jan";FALSE;FALSE;23.9
"FEM_long";"uracil";NA;"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)";2014-09-02 16:20:11;"jan";FALSE;FALSE;2.975
"FEM_long";"uric acid";NA;"InChI=1S/C5H4N4O3/c10-3-1-2(7-4(11)6-1)8-5(12)9-3/h(H4,6,7,8,9,10,11,12)";2015-06-08 18:19:00;"jan";FALSE;TRUE;1.62
"FEM_long";"uridine";NA;"InChI=1S/C9H12N2O6/c12-3-4-6(14)7(15)8(17-4)11-2-1-5(13)10-9(11)16/h1-2,4,6-8,12,14-15H,3H2,(H,10,13,16)";2015-06-08 20:09:30;"jan";FALSE;TRUE;7.005
"FEM_long";"ursolic acid";NA;"InChI=1S/C30H48O3/c1-18-10-15-30(25(32)33)17-16-28(6)20(24(30)19(18)2)8-9-22-27(5)13-12-23(31)26(3,4)21(27)11-14-29(22,28)7/h8,18-19,21-24,31H,9-17H2,1-7H3,(H,32,33)";2014-09-02 16:20:11;"jan";FALSE;FALSE;53.6
"FEM_long";"vanillic acid";NA;"InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)";2014-09-02 16:20:11;"jan";FALSE;FALSE;20.3
"FEM_long";"vanillin";NA;"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;21.505
"FEM_long";"vitamin K1";NA;"InChI=1S/C31H46O2/c1-22(2)12-9-13-23(3)14-10-15-24(4)16-11-17-25(5)20-21-27-26(6)30(32)28-18-7-8-19-29(28)31(27)33/h7-8,18-20,22-24H,9-17,21H2,1-6H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;57.7
"FEM_long";"xanthine";NA;"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)";2014-09-02 16:20:11;"jan";FALSE;FALSE;6.015
"FEM_long";"xylose";NA;"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;1.4
"FEM_long";"α-threitol";NA;"InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;1.41
"FEM_long";"3,4 dihydroxybenzaldehyde";NA;"InChI=1S/C7H6O3/c8-4-5-1-2-6(9)7(10)3-5/h1-4,9-10H";2014-09-02 16:20:11;"jan";FALSE;FALSE;16.2
"FEM_long";"cis-acotinic acid";NA;"InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)";2015-06-08 18:19:00;"jan";FALSE;TRUE;4.4
"FEM_long";"glycolic acid";NA;"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)";2014-09-02 16:20:11;"jan";FALSE;FALSE;2.3
"FEM_long";"glyoxylic acid";NA;"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)";2014-09-02 16:20:11;"jan";FALSE;FALSE;1.3
"FEM_long";"lignoceric acid";NA;"InChI=1S/C24H48O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h2-23H2,1H3,(H,25,26)";2014-09-02 16:20:11;"jan";FALSE;FALSE;60.2
"FEM_long";"oxalic acid";NA;"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)";2014-09-02 16:20:11;"jan";FALSE;FALSE;1.3
"FEM_long";"Phenyl β-D-glucopyranoside";NA;"InChI=1S/C12H16O6/c13-6-8-9(14)10(15)11(16)12(18-8)17-7-4-2-1-3-5-7/h1-5,8-16H,6H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;16.4
"FEM_long";"Sodium Taurodeoxycholate";NA;"InChI=1S/C26H45NO7S/c1-16(4-7-23(30)27-12-13-34-35(31,32)33)19-5-6-20-24-21(9-11-26(19,20)3)25(2)10-8-18(28)14-17(25)15-22(24)29/h16-22,24,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)";2014-09-02 16:20:11;"jan";FALSE;FALSE;45.6
"FEM_short";"epicatechin";NA;"InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;12.07
"FEM_short";"epicatechin gallate";NA;"InChI=1S/C22H18O10/c23-11-6-14(25)12-8-19(32-22(30)10-4-16(27)20(29)17(28)5-10)21(31-18(12)7-11)9-1-2-13(24)15(26)3-9/h1-7,19,21,23-29H,8H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;15.99
"FEM_short";"gallocatechin";NA;"InChI=1S/C15H14O7/c16-7-3-9(17)8-5-12(20)15(22-13(8)4-7)6-1-10(18)14(21)11(19)2-6/h1-4,12,15-21H,5H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;8.675
"FEM_short";"3,5-dihydroxybenzoic acid";NA;"InChI=1S/C7H6O4/c8-5-1-4(7(10)11)2-6(9)3-5/h1-3,8-9H,(H,10,11)";2014-09-02 16:20:11;"jan";FALSE;FALSE;7.75
"FEM_short";"4-hydroxybenzoic acid";NA;"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)";2014-09-02 16:20:11;"jan";FALSE;FALSE;10.6
"FEM_short";"astringin";NA;"InChI=1S/C20H22O9/c21-9-16-17(25)18(26)19(27)20(29-16)28-13-6-11(5-12(22)8-13)2-1-10-3-4-14(23)15(24)7-10/h1-8,16-27H,9H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;14.2
"FEM_short";"caftaric acid";NA;"InChI=1S/C13H12O9/c14-7-3-1-6(5-8(7)15)2-4-9(16)22-11(13(20)21)10(17)12(18)19/h1-5,10-11,14-15,17H,(H,18,19)(H,20,21)";2014-09-02 16:20:11;"jan";FALSE;FALSE;8.53
"FEM_short";"cis-piceid";NA;"InChI=1S/C20H22O8/c21-10-16-17(24)18(25)19(26)20(28-16)27-15-8-12(7-14(23)9-15)2-1-11-3-5-13(22)6-4-11/h1-9,16-26H,10H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;18.42
"FEM_short";"cis-resveratrol";NA;"InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H";2014-09-02 16:20:11;"jan";FALSE;FALSE;20.37
"FEM_short";"ellagic acid";NA;"InChI=1S/C14H6O8/c15-5-1-3-7-8-4(14(20)22-11(7)9(5)17)2-6(16)10(18)12(8)21-13(3)19/h1-2,15-18H";2014-09-02 16:20:11;"jan";FALSE;FALSE;20.34
"FEM_short";"epiafzelechin";NA;"InChI=1S/C15H14O5/c16-9-3-1-8(2-4-9)15-13(19)7-11-12(18)5-10(17)6-14(11)20-15/h1-6,13,15-19H,7H2";2014-09-02 16:20:11;"jan";FALSE;FALSE;15.55
"FEM_short";"esculetin";NA;"InChI=1S/C9H6O4/c10-6-3-5-1-2-9(12)13-8(5)4-7(6)11/h1-4,10-11H";2014-09-02 16:20:11;"jan";FALSE;FALSE;12.19
"FEM_short";"fertaric acid";NA;"InChI=1S/C14H14O9/c1-22-9-6-7(2-4-8(9)15)3-5-10(16)23-12(14(20)21)11(17)13(18)19/h2-6,11-12,15,17H,1H3,(H,18,19)(H,20,21)";2014-09-02 16:20:11;"jan";FALSE;FALSE;11.84
"FEM_short";"fraxin";NA;"InChI=1S/C16H18O10/c1-23-7-4-6-2-3-9(18)25-14(6)15(11(7)20)26-16-13(22)12(21)10(19)8(5-17)24-16/h2-4,8,10,12-13,16-17,19-22H,5H2,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;12.6
"FEM_short";"hesperetin";NA;"InChI=1S/C16H14O6/c1-21-13-3-2-8(4-10(13)18)14-7-12(20)16-11(19)5-9(17)6-15(16)22-14/h2-6,14,17-19H,7H2,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;21.13
"FEM_short";"isorhamnetin 3-glucoside";NA;"InChI=1S/C22H22O12/c1-31-12-4-8(2-3-10(12)25)20-21(17(28)15-11(26)5-9(24)6-13(15)32-20)34-22-19(30)18(29)16(27)14(7-23)33-22/h2-6,14,16,18-19,22-27,29-30H,7H2,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;20.53
"FEM_short";"isorhamnetin 3-rutinoside";NA;"InChI=1S/C28H32O16/c1-9-18(32)21(35)23(37)27(41-9)40-8-16-19(33)22(36)24(38)28(43-16)44-26-20(34)17-13(31)6-11(29)7-15(17)42-25(26)10-3-4-12(30)14(5-10)39-2/h3-7,9,16,18-19,21-24,27-33,35-38H,8H2,1-2H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;20.59
"FEM_short";"isorhapontin";NA;"InChI=1S/C21H24O9/c1-28-16-8-11(4-5-15(16)24)2-3-12-6-13(23)9-14(7-12)29-21-20(27)19(26)18(25)17(10-22)30-21/h2-9,17-27H,10H2,1H3";2014-09-02 16:20:11;"jan";FALSE;FALSE;17.61
