target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
FEM_lipids	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	182.048	16	-1	119.36	15.4802	0	0	1.163	0	0	0.787	0.787
MTBLS4	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	175	9	-1	35.08	14.6721	0	0	0	0	0	0.9123	0.9123
LIFE_old	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	182.1	12.7	-1	74.36	14.8119	0	0	0.9313	0.4629	0	5.6198	5.6198
MTBLS36	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	182.24	12	-1	66	16.0961	0	0	1.0656	0	0	0	0
FEM_orbitrap_plasma	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	182.4	7.9	-1	27.3	14.7227	0	0	1.0102	0.303	0	2.1213	2.1213
MTBLS52	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	179	5	-1	10	14.9096	0	0	0	0	0	0	0
MTBLS20	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	183.4	7.9	-1	26.8	14.6928	0	0	0.6999	0.303	0	2.0702	2.0702
FEM_short	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	181.144	17	-1	135.64	15.6128	0	0	1.2871	0	0	0.5143	0.5143
UniToyama_Atlantis	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	183.1	9.9	-1	44.1	15.6622	0	0	0.8631	0.303	0	2.7274	2.7274
FEM_long	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	180	28.1	-1	380.36	15.1095	0	0	1.7261	0.303	0	8.6562	8.6562
UFZ_Phenomenex	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	183.8	19.2	-1	173.84	15.0575	0	0	0.4041	0.4041	0	7.6087	7.6087
MTBLS17	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	178	6	-1	14.672	14.7748	0	0	0	0	0	0.5789	0.5789
LIFE_new	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	182	10.6	-1	50.9	15.506	0	0	1.1066	0.4949	0	4.958	4.958
MPI_Symmetry	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	174	10	-1	45	18.6949	0	0	0	0	0	0	0
RIKEN	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	182	18.1	-1	153.48	14.539	0	0	1.0498	0.303	0	5.5004	5.5004
Eawag_XBridgeC18	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	183.8	31.7	-1	483.24	18.6271	0	0	0.4518	0.4629	0	14.6685	14.6685
MTBLS39	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	179	5	-1	10	15.7153	0	0	0	0	0	0	0
IPB_Halle	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	181.328	14	-1	90.296	15.094	0	0	1.1966	0	0	0.8134	0.8134
MTBLS38	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	174	10	-1	45	15.7796	0	0	0	0	0	0	0
FEM_orbitrap_urine	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	181.224	13	-1	77.672	15.1431	0	0	1.3492	0	0	0.5202	0.5202
MTBLS19	MTBLS39;MTBLS52;MTBLS17;MTBLS19;MTBLS4;MTBLS38;MPI_Symmetry	0	0	177	7	-1	20.928	15.1499	0	0	0	0	0	0.2595	0.2595
