target_system	training_systems	n_shared_mol	p_shared_mol	n_train_mol	n_test_mol	n_train_pairs	n_test_pairs	grid_search_time	n_shared_mol_std	p_shared_mol_std	n_train_mol_std	n_test_mol_std	n_train_pairs_std	n_test_pairs_std	grid_search_time_std
RIKEN	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	204.7	18.1	-1	153.22	15.6428	0	0	1.4604	0.303	0	5.9498	5.9498
IPB_Halle	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	193	14	-1	90.424	10.3679	0	0	0	0	0	0.7648	0.7648
MTBLS36	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	195	12	-1	66	12.5933	0	0	0	0	0	0	0
MTBLS38	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	197	10	-1	45	12.8031	0	0	0	0	0	0	0
FEM_orbitrap_plasma	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	204.9	7.9	-1	27.28	11.2076	0	0	1.1112	0.303	0	2.1193	2.1193
MTBLS52	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	207	19	-1	171	15.4349	0	0	0	0	0	0	0
MTBLS20	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	205.2	7.9	-1	26.96	15.2503	0	0	1.3553	0.303	0	2.2035	2.2035
MPI_Symmetry	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	205.208	10	-1	45	10.1005	0	0	1.0798	0	0	0	0
UniToyama_Atlantis	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	206.4	9.9	-1	44.1	14.8566	0	0	0.7284	0.303	0	2.7274	2.7274
MTBLS19	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	205.968	7	-1	20.944	16.9541	0	0	0.7718	0	0	0.2308	0.2308
FEM_long	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	203.2	28.1	-1	380.46	12.8606	0	0	1.666	0.303	0	8.5529	8.5529
UFZ_Phenomenex	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	206.6	19.2	-1	173.64	10.1117	0	0	0.6389	0.4041	0	7.4553	7.4553
MTBLS17	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	205.616	6	-1	14.832	17.0571	0	0	0.8499	0	0	0.4161	0.4161
LIFE_new	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	196.4	10.6	-1	51	11.8708	0	0	0.4949	0.4949	0	4.9487	4.9487
FEM_lipids	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	204.872	16	-1	119.312	17.1058	0	0	1.2635	0	0	0.8368	0.8368
MTBLS4	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	206.328	9	-1	35.048	17.7929	0	0	0.7159	0	0	1.163	1.163
LIFE_old	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	199.8	12.7	-1	74.3	12.7988	0	0	1.5779	0.4629	0	5.5888	5.5888
Eawag_XBridgeC18	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	206.8	31.7	-1	483.18	15.4723	0	0	0.4518	0.4629	0	14.3537	14.3537
FEM_short	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	205.376	17	-1	135.68	12.4289	0	0	1.0291	0	0	0.5328	0.5328
FEM_orbitrap_urine	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	203.616	13	-1	77.68	10.624	0	0	1.2686	0	0	0.5328	0.5328
MTBLS39	IPB_Halle;LIFE_new;MTBLS36;MTBLS38	0	0	206.288	5	-1	10	10.313	0	0	0.6577	0	0	0	0
